Date,Product,Region,Sales,Year,Month,Month_Name,Day,DayOfWeek,Day_Name,Quarter,DayOfYear,WeekOfYear,Is_Weekend,Is_Monday,Is_Friday,Is_Month_Start,Is_Month_End,Is_Q4,Is_December,Days_Since_Start,Lag_1,Lag_7,Lag_14,Lag_30,MA_7,MA_14,MA_30,Std_7
2023-05-30,Electronics,East,1837.04,2023,5,May,30,1,Tuesday,2,150,22,0,0,0,0,1,0,0,879,1805.8,1733.57,1787.27,2043.36,1848.2671428571427,1853.68,1837.7656666666664,97.73047353381338
2023-05-31,Electronics,East,1811.58,2023,5,May,31,2,Wednesday,2,151,22,0,0,0,0,1,0,0,880,1837.04,1759.8,1785.31,1912.84,1863.0485714285714,1857.2350000000001,1830.888333333333,84.40838473923262
2023-06-01,Electronics,East,1653.28,2023,6,June,1,3,Thursday,2,152,22,0,0,0,1,0,0,0,881,1811.58,1789.53,1787.21,1620.55,1870.4457142857143,1859.1114285714284,1827.513,75.6685478159325
2023-06-02,Electronics,East,1456.1,2023,6,June,2,4,Friday,2,153,22,0,0,1,1,0,0,0,882,1653.28,1960.08,1833.89,1590.33,1850.9814285714285,1849.545,1828.6039999999998,109.78460766862052
2023-06-03,Electronics,East,1916.15,2023,6,June,3,5,Saturday,2,154,22,1,0,0,1,0,0,0,883,1456.1,1948.49,1967.46,1799.37,1778.9842857142855,1822.56,1824.1296666666667,173.2337942259102
2023-06-04,Electronics,East,1770.88,2023,6,June,4,6,Sunday,2,155,22,1,0,0,1,0,0,0,884,1916.15,1940.6,1976.79,1910.21,1774.3642857142856,1818.895,1828.0223333333333,168.32137909934372
2023-06-05,Electronics,East,1670.55,2023,6,June,5,0,Monday,2,156,23,0,1,0,1,0,0,0,885,1770.88,1805.8,1875.72,1914.55,1750.1185714285714,1804.1871428571428,1823.378,151.79776287642
2023-06-06,Electronics,East,1533.78,2023,6,June,6,1,Tuesday,2,157,23,0,0,0,0,0,0,0,886,1670.55,1837.04,1733.57,1893.86,1730.797142857143,1789.5321428571428,1815.2446666666665,152.13638494393626
2023-06-07,Electronics,East,1572.44,2023,6,June,7,2,Wednesday,2,158,23,0,0,0,0,0,0,0,887,1533.78,1811.58,1759.8,1746.07,1687.4742857142858,1775.2614285714285,1803.2419999999997,159.82438172956566
2023-06-08,Electronics,East,1651.56,2023,6,June,8,3,Thursday,2,159,23,0,0,0,0,0,0,0,888,1572.44,1653.28,1789.53,1793.66,1653.3114285714287,1761.8785714285714,1797.4543333333334,154.3394262039096
2023-06-09,Electronics,East,1808.3,2023,6,June,9,4,Friday,2,160,23,0,0,1,0,0,0,0,889,1651.56,1456.1,1960.08,1582.24,1653.0657142857144,1752.0235714285714,1792.7176666666667,154.34085372502997
2023-06-10,Electronics,East,1724.82,2023,6,June,10,5,Saturday,2,161,23,1,0,0,0,0,0,0,890,1808.3,1916.15,1948.49,1744.21,1703.3799999999999,1741.1821428571427,1800.2530000000002,135.71299016674817
2023-06-11,Electronics,East,1946.42,2023,6,June,11,6,Sunday,2,162,23,1,0,0,0,0,0,0,891,1724.82,1770.88,1940.6,1722.61,1676.047142857143,1725.205714285714,1799.6066666666666,100.38849481128774
2023-06-12,Electronics,East,1786.25,2023,6,June,12,0,Monday,2,163,24,0,1,0,0,0,0,0,892,1946.42,1670.55,1805.8,1910.0,1701.1242857142856,1725.6214285714286,1807.067,141.5234190110291
2023-06-13,Electronics,East,1555.44,2023,6,June,13,1,Tuesday,2,164,24,0,0,0,0,0,0,0,893,1786.25,1533.78,1837.04,2130.14,1717.652857142857,1724.2250000000001,1802.942,144.090546383664
2023-06-14,Electronics,East,1573.94,2023,6,June,14,2,Wednesday,2,165,24,0,0,0,0,0,0,0,894,1555.44,1572.44,1811.58,1867.45,1720.7471428571428,1704.1107142857143,1783.7853333333333,139.6479350264186
2023-06-15,Electronics,East,1808.31,2023,6,June,15,3,Thursday,2,166,24,0,0,0,0,0,0,0,895,1573.94,1651.56,1653.28,1787.27,1720.9614285714285,1687.1364285714285,1774.0016666666666,139.38333334472125
2023-06-16,Electronics,East,1593.03,2023,6,June,16,4,Friday,2,167,24,0,0,1,0,0,0,0,896,1808.31,1808.3,1456.1,1785.31,1743.3542857142857,1698.2099999999998,1774.7030000000002,138.96607258094156
2023-06-17,Electronics,East,1819.12,2023,6,June,17,5,Saturday,2,168,24,1,0,0,0,0,0,0,897,1593.03,1724.82,1916.15,1787.21,1712.6014285714286,1707.9907142857141,1768.2936666666667,145.8473479850958
2023-06-18,Electronics,East,1810.74,2023,6,June,18,6,Sunday,2,169,24,1,0,0,0,0,0,0,898,1819.12,1946.42,1770.88,1833.89,1726.0728571428572,1701.06,1769.3573333333334,151.4129289629616
2023-06-19,Electronics,East,1601.58,2023,6,June,19,0,Monday,2,170,25,0,1,0,0,0,0,0,899,1810.74,1786.25,1670.55,1967.46,1706.69,1703.9071428571428,1768.5856666666666,124.86061962577794
2023-06-20,Electronics,East,1739.67,2023,6,June,20,1,Tuesday,2,171,25,0,0,0,0,0,0,0,900,1601.58,1555.44,1533.78,1976.79,1680.3085714285714,1698.9807142857142,1756.3896666666667,124.75810333448794
2023-06-21,Electronics,East,1748.2,2023,6,June,21,2,Wednesday,2,172,25,0,0,0,0,0,0,0,901,1739.67,1573.94,1572.44,1875.72,1706.6271428571429,1713.6871428571428,1748.4856666666667,112.89409103436755
2023-06-22,Electronics,East,1686.45,2023,6,June,22,3,Thursday,2,173,25,0,0,0,0,0,0,0,902,1748.2,1808.31,1651.56,1733.57,1731.5214285714285,1726.2414285714287,1744.235,96.82871568368758
2023-06-23,Electronics,East,1658.2,2023,6,June,23,4,Friday,2,174,25,0,0,1,0,0,0,0,903,1686.45,1593.03,1808.3,1759.8,1714.1128571428574,1728.7335714285714,1742.6643333333334,91.53172632376959
2023-06-24,Electronics,East,2014.2,2023,6,June,24,5,Saturday,2,175,25,1,0,0,0,0,0,0,904,1658.2,1819.12,1724.82,1789.53,1723.422857142857,1718.012142857143,1739.2776666666666,79.71490674361249
2023-06-25,Electronics,East,1778.45,2023,6,June,25,6,Sunday,2,176,25,1,0,0,0,1,0,0,905,2014.2,1810.74,1946.42,1960.08,1751.2914285714287,1738.6821428571427,1746.7666666666667,134.21599562255054
2023-06-26,Electronics,East,1719.97,2023,6,June,26,0,Monday,2,177,26,0,1,0,0,1,0,0,906,1778.45,1601.58,1786.25,1948.49,1746.6785714285713,1726.6842857142856,1740.7123333333334,132.37453625081807
2023-06-27,Electronics,East,1660.74,2023,6,June,27,1,Tuesday,2,178,26,0,0,0,0,1,0,0,907,1719.97,1739.67,1555.44,1940.6,1763.5914285714287,1721.95,1733.095,117.47024182441227
2023-06-28,Electronics,East,1648.93,2023,6,June,28,2,Wednesday,2,179,26,0,0,0,0,1,0,0,908,1660.74,1748.2,1573.94,1805.8,1752.3157142857144,1729.4714285714285,1723.7663333333333,123.76842339050599
2023-06-29,Electronics,East,1716.56,2023,6,June,29,3,Thursday,2,180,26,0,0,0,0,1,0,0,909,1648.93,1686.45,1808.31,1837.04,1738.1342857142859,1734.827857142857,1718.5373333333334,129.85608198529428
2023-06-30,Electronics,East,1794.88,2023,6,June,30,4,Friday,2,181,26,0,0,1,0,1,0,0,910,1716.56,1658.2,1593.03,1811.58,1742.435714285714,1728.2742857142857,1714.5213333333334,128.34866612177223
2023-07-01,Electronics,East,1838.97,2023,7,July,1,5,Saturday,3,182,26,1,0,0,1,0,0,0,911,1794.88,2014.2,1819.12,1653.28,1761.9614285714288,1742.692142857143,1713.9646666666667,123.71085474182352
2023-07-02,Electronics,East,1634.74,2023,7,July,2,6,Sunday,3,183,26,1,0,0,1,0,0,0,912,1838.97,1778.45,1810.74,1456.1,1736.9285714285713,1744.1100000000001,1720.1543333333334,70.41042664941338
2023-07-03,Electronics,East,1762.29,2023,7,July,3,0,Monday,3,184,27,0,1,0,1,0,0,0,913,1634.74,1719.97,1601.58,1916.15,1716.3985714285714,1731.5385714285715,1726.1090000000002,76.93490526164943
2023-07-04,Electronics,East,1551.02,2023,7,July,4,1,Tuesday,3,185,27,0,0,0,1,0,0,0,914,1762.29,1660.74,1739.67,1770.88,1722.4442857142858,1743.017857142857,1720.9803333333334,78.900033134159
2023-07-05,Electronics,East,1428.04,2023,7,July,5,2,Wednesday,3,186,27,0,0,0,1,0,0,0,915,1551.02,1648.93,1748.2,1670.55,1706.77,1729.5428571428572,1713.6516666666669,101.00361016650116
2023-07-06,Electronics,East,1623.5,2023,7,July,6,3,Thursday,3,187,27,0,0,0,0,0,0,0,916,1428.04,1716.56,1686.45,1533.78,1675.2142857142858,1706.6742857142856,1705.568,146.3927258959194
2023-07-07,Electronics,East,1555.82,2023,7,July,7,4,Friday,3,188,27,0,0,1,0,0,0,0,917,1623.5,1794.88,1658.2,1572.44,1661.92,1702.177857142857,1708.5586666666668,146.23765714297494
2023-07-08,Electronics,East,1810.65,2023,7,July,8,5,Saturday,3,189,27,1,0,0,0,0,0,0,918,1555.82,1838.97,2014.2,1651.56,1627.7685714285712,1694.865,1708.0046666666667,137.6755376998826
2023-07-09,Electronics,East,1830.96,2023,7,July,9,6,Sunday,3,190,27,1,0,0,0,0,0,0,919,1810.65,1634.74,1778.45,1808.3,1623.722857142857,1680.3257142857144,1713.3076666666668,130.67282358550656
2023-07-10,Electronics,East,1625.15,2023,7,July,10,0,Monday,3,191,28,0,1,0,0,0,0,0,920,1830.96,1762.29,1719.97,1724.82,1651.7542857142857,1684.0764285714286,1714.0629999999999,152.63128227388705
2023-07-11,Electronics,East,1492.7,2023,7,July,11,1,Tuesday,3,192,28,0,0,0,0,0,0,0,921,1625.15,1551.02,1660.74,1946.42,1632.162857142857,1677.3035714285713,1710.7406666666668,144.6724607189483
2023-07-12,Electronics,East,1671.94,2023,7,July,12,2,Wednesday,3,193,28,0,0,0,0,0,0,0,922,1492.7,1428.04,1648.93,1786.25,1623.831428571429,1665.3007142857145,1695.6166666666666,151.63583662056422
2023-07-13,Electronics,East,1559.05,2023,7,July,13,3,Thursday,3,194,28,0,0,0,0,0,0,0,923,1671.94,1623.5,1716.56,1555.44,1658.6742857142856,1666.9442857142858,1691.8063333333334,124.79485831517401
2023-07-14,Electronics,East,1608.58,2023,7,July,14,4,Friday,3,195,28,0,0,1,0,0,0,0,924,1559.05,1555.82,1794.88,1573.94,1649.467142857143,1655.6935714285714,1691.9266666666665,130.08773164218474
2023-07-15,Electronics,East,1626.62,2023,7,July,15,5,Saturday,3,196,28,1,0,0,0,0,0,0,925,1608.58,1810.65,1838.97,1808.31,1657.0042857142857,1642.3864285714285,1693.0813333333333,125.19399544402152
2023-07-16,Electronics,East,1812.19,2023,7,July,16,6,Sunday,3,197,28,1,0,0,0,0,0,0,926,1626.62,1830.96,1634.74,1593.03,1630.7142857142858,1627.2185714285715,1687.025,105.29266322289921
2023-07-17,Electronics,East,1482.67,2023,7,July,17,0,Monday,3,198,29,0,1,0,0,0,0,0,927,1812.19,1625.15,1762.29,1819.12,1628.032857142857,1639.8935714285715,1694.3303333333336,99.41833159504482
2023-07-18,Electronics,East,1448.59,2023,7,July,18,1,Tuesday,3,199,29,0,0,0,0,0,0,0,928,1482.67,1492.7,1551.02,1810.74,1607.6785714285713,1619.9207142857142,1683.1153333333334,113.67057570432071
2023-07-19,Electronics,East,1676.34,2023,7,July,19,2,Wednesday,3,200,29,0,0,0,0,0,0,0,929,1448.59,1671.94,1428.04,1601.58,1601.3771428571429,1612.6042857142857,1671.0436666666667,122.02263747822434
2023-07-20,Electronics,East,1666.11,2023,7,July,20,3,Thursday,3,201,29,0,0,0,0,0,0,0,930,1676.34,1559.05,1623.5,1739.67,1602.0057142857145,1630.3400000000001,1673.5356666666667,122.45726585998915
2023-07-21,Electronics,East,1584.81,2023,7,July,21,4,Friday,3,202,29,0,0,1,0,0,0,0,931,1666.11,1608.58,1555.82,1748.2,1617.2999999999997,1633.3835714285717,1671.0836666666667,122.88304168327177
2023-07-22,Electronics,East,1879.19,2023,7,July,22,5,Saturday,3,203,29,1,0,0,0,0,0,0,932,1584.81,1626.62,1810.65,1686.45,1613.9042857142856,1635.4542857142858,1665.6373333333333,123.49109088744332
2023-07-23,Electronics,East,1991.52,2023,7,July,23,6,Sunday,3,204,29,1,0,0,0,0,0,0,933,1879.19,1812.19,1830.96,1658.2,1649.9857142857143,1640.3500000000001,1672.0620000000001,159.47937775327244
2023-07-24,Electronics,East,1603.77,2023,7,July,24,0,Monday,3,205,30,0,1,0,0,0,0,0,934,1991.52,1482.67,1625.15,2014.2,1675.6042857142857,1651.8185714285717,1683.1726666666666,199.30850925613893
2023-07-25,Electronics,East,1620.73,2023,7,July,25,1,Tuesday,3,206,30,0,0,0,0,1,0,0,935,1603.77,1448.59,1492.7,1778.45,1692.9042857142856,1650.2914285714285,1669.4916666666666,184.47438267115712
2023-07-26,Electronics,East,1509.92,2023,7,July,26,2,Wednesday,3,207,30,0,0,0,0,1,0,0,936,1620.73,1676.34,1671.94,1719.97,1717.4957142857143,1659.4364285714287,1664.2343333333333,155.70874304901645
2023-07-27,Electronics,East,1574.53,2023,7,July,27,3,Thursday,3,208,30,0,0,0,0,1,0,0,937,1509.92,1666.11,1559.05,1660.74,1693.7214285714285,1647.8635714285715,1657.2326666666665,174.59889446276222
2023-07-28,Electronics,East,1572.99,2023,7,July,28,4,Friday,3,209,30,0,0,1,0,1,0,0,938,1574.53,1584.81,1608.58,1648.93,1680.6385714285716,1648.9692857142857,1654.359,180.34906953170577
2023-07-29,Electronics,East,1807.48,2023,7,July,29,5,Saturday,3,210,30,1,0,0,0,1,0,0,939,1572.99,1879.19,1626.62,1716.56,1678.95,1646.4271428571428,1651.8276666666668,181.4478172000598
2023-07-30,Electronics,East,1664.97,2023,7,July,30,6,Sunday,3,211,30,1,0,0,0,1,0,0,940,1807.48,1991.52,1812.19,1794.88,1668.7057142857143,1659.3457142857144,1654.8583333333333,169.9162282672583
2023-07-31,Electronics,East,1754.02,2023,7,July,31,0,Monday,3,212,31,0,1,0,0,1,0,0,941,1664.97,1603.77,1482.67,1838.97,1622.0557142857142,1648.8300000000002,1650.5279999999998,94.69290960030106
2023-08-01,Electronics,East,1592.51,2023,8,August,1,1,Tuesday,3,213,31,0,0,0,1,0,0,0,942,1754.02,1620.73,1448.59,1634.74,1643.52,1668.212142857143,1647.6963333333333,106.18825986582894
2023-08-02,Electronics,East,1503.51,2023,8,August,2,2,Wednesday,3,214,31,0,0,0,1,0,0,0,943,1592.51,1509.92,1676.34,1762.29,1639.4885714285715,1678.4921428571429,1646.2886666666666,107.72228822742228
2023-08-03,Electronics,East,1552.16,2023,8,August,3,3,Thursday,3,215,31,0,0,0,1,0,0,0,944,1503.51,1574.53,1666.11,1551.02,1638.5728571428572,1666.1471428571426,1637.6626666666666,109.02662957801785
2023-08-04,Electronics,East,1617.15,2023,8,August,4,4,Friday,3,216,31,0,0,1,1,0,0,0,945,1552.16,1572.99,1584.81,1428.04,1635.3771428571429,1658.0078571428571,1637.7006666666668,111.51609894454235
2023-08-05,Electronics,East,1794.78,2023,8,August,5,5,Saturday,3,217,31,1,0,0,1,0,0,0,946,1617.15,1807.48,1879.19,1623.5,1641.685714285714,1660.3178571428573,1644.0043333333333,108.60979741826962
2023-08-06,Electronics,East,1683.27,2023,8,August,6,6,Sunday,3,218,31,1,0,0,0,0,0,0,947,1794.78,1664.97,1991.52,1555.82,1639.8714285714286,1654.2885714285715,1649.7136666666668,105.43845146633416
2023-08-07,Electronics,East,1560.07,2023,8,August,7,0,Monday,3,219,32,0,1,0,0,0,0,0,948,1683.27,1754.02,1603.77,1810.65,1642.4857142857145,1632.2707142857141,1653.962,106.38707516378214
2023-08-08,Electronics,East,1667.74,2023,8,August,8,1,Tuesday,3,220,32,0,0,0,0,0,0,0,949,1560.07,1592.51,1620.73,1830.96,1614.7785714285715,1629.1492857142857,1645.6093333333333,97.37206245950823
2023-08-09,Electronics,East,1469.29,2023,8,August,9,2,Wednesday,3,221,32,0,0,0,0,0,0,0,950,1667.74,1503.51,1509.92,1625.15,1625.5257142857142,1632.5071428571428,1640.1686666666667,98.64788168989814
2023-08-10,Electronics,East,1590.04,2023,8,August,10,3,Thursday,3,222,32,0,0,0,0,0,0,0,951,1469.29,1552.16,1574.53,1492.7,1620.6371428571426,1629.605,1634.9733333333331,106.25668947008567
2023-08-11,Electronics,East,1642.13,2023,8,August,11,4,Friday,3,223,32,0,0,1,0,0,0,0,952,1590.04,1617.15,1572.99,1671.94,1626.0485714285714,1630.7128571428573,1638.218,103.10592084979942
2023-08-12,Electronics,East,1802.75,2023,8,August,12,5,Saturday,3,224,32,1,0,0,0,0,0,0,953,1642.13,1794.78,1807.48,1559.05,1629.6171428571429,1635.6514285714286,1637.224333333333,103.17886600692796
2023-08-13,Electronics,East,1807.92,2023,8,August,13,6,Sunday,3,225,32,1,0,0,0,0,0,0,954,1802.75,1683.27,1664.97,1608.58,1630.7557142857145,1635.3135714285713,1645.3476666666668,105.32680315049998
2023-08-14,Electronics,East,1629.18,2023,8,August,14,0,Monday,3,226,33,0,1,0,0,0,0,0,955,1807.92,1560.07,1754.02,1626.62,1648.562857142857,1645.5242857142857,1651.9923333333334,124.48037753186523
2023-08-15,Electronics,East,1391.85,2023,8,August,15,1,Tuesday,3,227,33,0,0,0,0,0,0,0,956,1629.18,1667.74,1592.51,1812.19,1658.435714285714,1636.607142857143,1652.0776666666668,118.90793537538886
2023-08-16,Electronics,East,1526.66,2023,8,August,16,2,Wednesday,3,228,33,0,0,0,0,0,0,0,957,1391.85,1469.29,1503.51,1482.67,1619.0228571428572,1622.2742857142857,1638.0663333333332,155.42540694432455
2023-08-17,Electronics,East,1527.83,2023,8,August,17,3,Thursday,3,229,33,0,0,0,0,0,0,0,958,1526.66,1590.04,1552.16,1448.59,1627.2185714285713,1623.9278571428572,1639.5326666666665,147.52577372881365
2023-08-18,Electronics,East,1558.1,2023,8,August,18,4,Friday,3,230,33,0,0,1,0,0,0,0,959,1527.83,1642.13,1617.15,1676.34,1618.3314285714284,1622.19,1642.174,151.94631523760316
2023-08-19,Electronics,East,1732.5,2023,8,August,19,5,Saturday,3,231,33,1,0,0,0,0,0,0,960,1558.1,1802.75,1794.78,1666.11,1606.3271428571427,1617.972142857143,1638.2326666666665,153.06797462938533
2023-08-20,Electronics,East,1832.02,2023,8,August,20,6,Sunday,3,232,33,1,0,0,0,0,0,0,961,1732.5,1807.92,1683.27,1584.81,1596.2914285714287,1613.5235714285716,1640.4456666666665,139.76854157601045
2023-08-21,Electronics,East,1580.52,2023,8,August,21,0,Monday,3,233,34,0,1,0,0,0,0,0,962,1832.02,1629.18,1560.07,1879.19,1599.7342857142855,1624.1485714285716,1648.6860000000001,146.0078796797306
2023-08-22,Electronics,East,1579.02,2023,8,August,22,1,Tuesday,3,234,34,0,0,0,0,0,0,0,963,1580.52,1391.85,1667.74,1991.52,1592.782857142857,1625.609285714286,1638.7303333333332,145.52988681759524
2023-08-23,Electronics,East,1613.88,2023,8,August,23,2,Wednesday,3,235,34,0,0,0,0,0,0,0,964,1579.02,1526.66,1469.29,1603.77,1619.5214285714285,1619.2721428571429,1624.9803333333334,116.82211012597344
2023-08-24,Electronics,East,1703.9,2023,8,August,24,3,Thursday,3,236,34,0,0,0,0,0,0,0,965,1613.88,1527.83,1590.04,1620.73,1631.9814285714288,1629.6,1625.3173333333334,109.70130057396071
2023-08-25,Electronics,East,1524.06,2023,8,August,25,4,Friday,3,237,34,0,0,1,0,1,0,0,966,1703.9,1558.1,1642.13,1509.92,1657.1342857142859,1637.7328571428573,1628.0896666666667,101.7368741504491
2023-08-26,Electronics,East,1711.53,2023,8,August,26,5,Saturday,3,238,34,1,0,0,0,1,0,0,967,1524.06,1732.5,1802.75,1574.53,1652.2714285714285,1629.2992857142858,1628.5610000000001,107.88712734899644
2023-08-27,Electronics,East,1694.57,2023,8,August,27,6,Sunday,3,239,34,1,0,0,0,1,0,0,968,1711.53,1832.02,1807.92,1572.99,1649.2757142857142,1622.7835714285716,1633.1276666666668,105.55403669165986
2023-08-28,Electronics,East,1605.15,2023,8,August,28,0,Monday,3,240,35,0,1,0,0,1,0,0,969,1694.57,1580.52,1629.18,1807.48,1629.6399999999999,1614.6871428571428,1637.1803333333332,73.94490899761853
2023-08-29,Electronics,East,1400.97,2023,8,August,29,1,Tuesday,3,241,35,0,0,0,0,1,0,0,970,1605.15,1579.02,1391.85,1664.97,1633.1585714285713,1612.9707142857144,1630.4360000000001,71.77211701595415
2023-08-30,Electronics,East,1579.6,2023,8,August,30,2,Wednesday,3,242,35,0,0,0,0,1,0,0,971,1400.97,1613.88,1526.66,1754.02,1607.7228571428573,1613.6221428571428,1621.636,113.54818326952143
2023-08-31,Electronics,East,1658.13,2023,8,August,31,3,Thursday,3,243,35,0,0,0,0,1,0,0,972,1579.6,1703.9,1527.83,1592.51,1602.8257142857142,1617.4035714285715,1615.822,113.97678869798025
2023-09-01,Electronics,East,1434.69,2023,9,September,1,4,Friday,3,244,35,0,0,1,1,0,0,0,973,1658.13,1524.06,1558.1,1503.51,1596.287142857143,1626.7107142857142,1618.0093333333332,108.38783183769031
2023-09-02,Electronics,East,1794.63,2023,9,September,2,5,Saturday,3,245,35,1,0,0,1,0,0,0,974,1434.69,1711.53,1732.5,1552.16,1583.5200000000002,1617.8957142857143,1615.7153333333333,122.63999442813308
2023-09-03,Electronics,East,1991.16,2023,9,September,3,6,Sunday,3,246,35,1,0,0,1,0,0,0,975,1794.63,1694.57,1832.02,1617.15,1595.3914285714286,1622.3335714285715,1623.7976666666666,139.90339862783281
2023-09-04,Electronics,East,1822.45,2023,9,September,4,0,Monday,3,247,36,0,1,0,1,0,0,0,976,1991.16,1605.15,1580.52,1794.78,1637.7614285714285,1633.7007142857144,1636.2646666666667,204.80381689383907
2023-09-05,Electronics,East,1622.22,2023,9,September,5,1,Tuesday,3,248,36,0,0,0,1,0,0,0,977,1822.45,1400.97,1579.02,1683.27,1668.804285714286,1650.9814285714285,1637.1870000000001,215.23954514734896
2023-09-06,Electronics,East,1623.5,2023,9,September,6,2,Wednesday,3,249,36,0,0,0,0,0,0,0,978,1622.22,1579.6,1613.88,1560.07,1700.4114285714284,1654.0671428571427,1635.1519999999998,183.21671206784632
2023-09-07,Electronics,East,1677.47,2023,9,September,7,3,Thursday,3,250,36,0,0,0,0,0,0,0,979,1623.5,1658.13,1703.9,1667.74,1706.6828571428573,1654.7542857142857,1637.2663333333333,179.0971953730039
2023-09-08,Electronics,East,1677.03,2023,9,September,8,4,Friday,3,251,36,0,0,1,0,0,0,0,980,1677.47,1434.69,1524.06,1469.29,1709.4457142857143,1652.8664285714287,1637.5906666666667,178.37105976560358
2023-09-09,Electronics,East,1916.96,2023,9,September,9,5,Saturday,3,252,36,1,0,0,0,0,0,0,981,1677.03,1794.63,1711.53,1590.04,1744.0657142857142,1663.792857142857,1644.5153333333333,134.2061070216429
2023-09-10,Electronics,East,1896.2,2023,9,September,10,6,Sunday,3,253,36,1,0,0,0,0,0,0,982,1916.96,1991.16,1694.57,1642.13,1761.5414285714287,1678.4664285714284,1655.4126666666666,149.03330605702104
2023-09-11,Electronics,East,1396.63,2023,9,September,11,0,Monday,3,254,37,0,1,0,0,0,0,0,983,1896.2,1822.45,1605.15,1802.75,1747.9757142857143,1692.8685714285714,1663.881666666667,127.40068038242451
2023-09-12,Electronics,East,1743.29,2023,9,September,12,1,Tuesday,3,255,37,0,0,0,0,0,0,0,984,1396.63,1622.22,1400.97,1807.92,1687.1442857142858,1677.9742857142858,1650.3443333333335,177.66060948309396
2023-09-13,Electronics,East,1736.35,2023,9,September,13,2,Wednesday,3,256,37,0,0,0,0,0,0,0,985,1743.29,1623.5,1579.6,1629.18,1704.44,1702.4257142857145,1648.1899999999998,176.17365448140384
2023-09-14,Electronics,East,1547.79,2023,9,September,14,3,Thursday,3,257,37,0,0,0,0,0,0,0,986,1736.35,1677.47,1658.13,1391.85,1720.5614285714287,1713.6221428571428,1651.7623333333331,172.66084312205484
2023-09-15,Electronics,East,1602.03,2023,9,September,15,4,Friday,3,258,37,0,0,1,0,0,0,0,987,1547.79,1677.03,1434.69,1526.66,1702.0357142857142,1705.7407142857144,1656.9603333333332,184.59924213072438
2023-09-16,Electronics,East,1683.12,2023,9,September,16,5,Saturday,3,259,37,1,0,0,0,0,0,0,988,1602.03,1916.96,1794.63,1527.83,1691.3214285714287,1717.6935714285714,1659.4726666666668,188.42928244026206
2023-09-17,Electronics,East,1736.62,2023,9,September,17,6,Sunday,3,260,37,1,0,0,0,0,0,0,989,1683.12,1896.2,1991.16,1558.1,1657.9157142857143,1709.7285714285713,1664.6490000000001,160.40390330424512
2023-09-18,Electronics,East,1574.52,2023,9,September,18,0,Monday,3,261,38,0,1,0,0,0,0,0,990,1736.62,1396.63,1822.45,1732.5,1635.1185714285714,1691.547142857143,1670.5996666666667,129.19847063446664
2023-09-19,Electronics,East,1780.92,2023,9,September,19,1,Tuesday,3,262,38,0,0,0,0,0,0,0,991,1574.52,1743.29,1622.22,1832.02,1660.5314285714285,1673.8378571428573,1665.3336666666667,84.09138271915018
2023-09-20,Electronics,East,1705.69,2023,9,September,20,2,Wednesday,3,263,38,0,0,0,0,0,0,0,992,1780.92,1736.35,1623.5,1580.52,1665.9071428571428,1685.1735714285714,1663.6303333333333,91.16861918340703
2023-09-21,Electronics,East,1711.82,2023,9,September,21,3,Thursday,3,264,38,0,0,0,0,0,0,0,993,1705.69,1547.79,1677.47,1579.02,1661.527142857143,1691.0442857142857,1667.8026666666667,87.8981337902522
2023-09-22,Electronics,East,1739.42,2023,9,September,22,4,Friday,3,265,38,0,0,1,0,0,0,0,994,1711.82,1602.03,1677.03,1613.88,1684.9599999999998,1693.497857142857,1672.2293333333332,73.15056823656937
2023-09-23,Electronics,East,1941.31,2023,9,September,23,5,Saturday,3,266,38,1,0,0,0,0,0,0,995,1739.42,1683.12,1916.96,1703.9,1704.587142857143,1697.9542857142858,1676.414,65.18942570547216
2023-09-24,Electronics,East,1773.1,2023,9,September,24,6,Sunday,3,267,38,1,0,0,0,0,0,0,996,1941.31,1736.62,1896.2,1524.06,1741.4714285714285,1699.6935714285717,1684.3276666666668,109.20293531289487
2023-09-25,Electronics,East,1673.23,2023,9,September,25,0,Monday,3,268,39,0,1,0,0,1,0,0,997,1773.1,1574.52,1396.63,1711.53,1746.6828571428573,1690.9007142857142,1692.6290000000001,109.80164217264453
2023-09-26,Electronics,East,1797.22,2023,9,September,26,1,Tuesday,3,269,39,0,0,0,0,1,0,0,998,1673.23,1780.92,1743.29,1694.57,1760.7842857142857,1710.657857142857,1691.3523333333333,88.22483075588629
2023-09-27,Electronics,East,1564.85,2023,9,September,27,2,Wednesday,3,270,39,0,0,0,0,1,0,0,999,1797.22,1705.69,1736.35,1605.15,1763.1128571428574,1714.51,1694.7740000000001,89.05605270732333
2023-09-28,Electronics,East,1560.51,2023,9,September,28,3,Thursday,3,271,39,0,0,0,0,1,0,0,1000,1564.85,1711.82,1547.79,1400.97,1742.992857142857,1702.26,1693.4306666666666,116.01936500922072
2023-09-29,Electronics,East,1690.32,2023,9,September,29,4,Friday,3,272,39,0,0,1,0,1,0,0,1001,1560.51,1739.42,1602.03,1579.6,1721.3771428571429,1703.1685714285716,1698.7486666666666,135.29013929505732
2023-09-30,Electronics,East,1789.55,2023,9,September,30,5,Saturday,3,273,39,1,0,0,0,1,0,0,1002,1690.32,1941.31,1683.12,1658.13,1714.362857142857,1709.4750000000001,1702.4393333333333,135.47147962016203
2023-10-01,Electronics,East,2029.45,2023,10,October,1,6,Sunday,4,274,39,1,0,0,1,0,1,0,1003,1789.55,1773.1,1736.62,1434.69,1692.6828571428573,1717.077142857143,1706.8200000000002,100.80763425360797
