Date,Product,Region,Sales
2021-09-11,Furniture,North,1712.83
2021-09-11,Food,West,1333.72
2021-09-11,Food,East,1306.87
2021-09-11,Food,South,1186.74
2021-09-11,Food,North,1497.31
2021-09-11,Furniture,West,1616.72
2021-09-11,Clothing,East,1262.77
2021-09-11,Clothing,South,1253.44
2021-09-11,Clothing,North,1530.33
2021-09-11,Electronics,West,1552.12
2021-09-11,Electronics,East,1363.6
2021-09-11,Electronics,South,1352.32
2021-09-11,Electronics,North,1584.01
2021-09-11,Clothing,West,1456.48
2021-09-12,Furniture,West,1566.76
2021-09-12,Furniture,East,1444.5
2021-09-12,Furniture,South,1230.45
2021-09-12,Furniture,North,1619.96
2021-09-12,Food,West,1357.01
2021-09-12,Food,East,1222.94
2021-09-12,Food,South,1154.14
2021-09-12,Food,North,1296.34
2021-09-12,Clothing,West,1388.2
2021-09-12,Clothing,South,1309.89
2021-09-12,Clothing,North,1401.63
2021-09-12,Electronics,West,1562.73
2021-09-12,Electronics,East,1438.34
2021-09-12,Electronics,South,1276.48
2021-09-12,Electronics,North,1505.12
2021-09-12,Clothing,East,1374.74
2021-09-13,Food,South,1066.72
2021-09-13,Furniture,East,1436.78
2021-09-13,Furniture,South,1265.53
2021-09-13,Furniture,North,1495.94
2021-09-13,Food,West,1355.92
2021-09-13,Food,East,1104.33
2021-09-13,Food,North,1387.26
2021-09-13,Furniture,West,1368.12
2021-09-13,Clothing,East,1225.42
2021-09-13,Electronics,North,1427.37
2021-09-13,Electronics,South,1086.14
2021-09-13,Electronics,East,1358.04
2021-09-13,Clothing,West,1264.5
2021-09-13,Clothing,North,1407.88
2021-09-13,Clothing,South,1069.08
2021-09-13,Electronics,West,1156.48
2021-09-14,Furniture,West,1389.33
2021-09-14,Furniture,East,1430.68
2021-09-14,Furniture,South,1266.76
2021-09-14,Furniture,North,1489.26
2021-09-14,Food,West,1352.37
2021-09-14,Food,East,1153.15
2021-09-14,Food,North,1307.09
2021-09-14,Food,South,1102.41
2021-09-14,Clothing,East,1260.38
2021-09-14,Clothing,South,1033.49
2021-09-14,Clothing,North,1188.08
2021-09-14,Electronics,West,1328.48
2021-09-14,Electronics,East,1213.72
2021-09-14,Electronics,South,1094.7
2021-09-14,Electronics,North,1424.56
2021-09-14,Clothing,West,1326.06
2021-09-15,Food,East,1228.82
2021-09-15,Furniture,West,1598.59
2021-09-15,Furniture,East,1279.22
2021-09-15,Furniture,South,1174.69
2021-09-15,Furniture,North,1532.55
2021-09-15,Food,West,1278.51
2021-09-15,Food,North,1271.08
2021-09-15,Food,South,1081.69
2021-09-15,Clothing,East,1134.51
2021-09-15,Clothing,South,961.67
2021-09-15,Clothing,North,1287.28
2021-09-15,Electronics,West,1290.63
2021-09-15,Electronics,East,1355.22
2021-09-15,Electronics,South,1025.24
2021-09-15,Electronics,North,1511.49
2021-09-15,Clothing,West,1181.05
2021-09-16,Furniture,West,1478.73
2021-09-16,Furniture,East,1374.42
2021-09-16,Furniture,South,1365.89
2021-09-16,Furniture,North,1559.31
2021-09-16,Food,West,1265.93
2021-09-16,Food,East,1225.38
2021-09-16,Food,South,1108.73
2021-09-16,Food,North,1308.77
2021-09-16,Clothing,West,1230.9
2021-09-16,Clothing,South,1168.02
2021-09-16,Clothing,North,1390.84
2021-09-16,Electronics,West,1323.62
2021-09-16,Electronics,East,1205.95
2021-09-16,Electronics,South,1262.84
2021-09-16,Electronics,North,1306.57
2021-09-16,Clothing,East,1159.14
2021-09-17,Food,South,1048.7
2021-09-17,Furniture,East,1297.64
2021-09-17,Furniture,South,1218.83
2021-09-17,Furniture,North,1552.17
2021-09-17,Food,West,1252.18
2021-09-17,Food,East,1231.86
2021-09-17,Food,North,1318.93
2021-09-17,Furniture,West,1460.9
2021-09-17,Clothing,East,1163.22
2021-09-17,Clothing,South,1101.58
2021-09-17,Clothing,North,1267.19
2021-09-17,Electronics,West,1315.83
2021-09-17,Electronics,East,1257.01
2021-09-17,Electronics,South,944.4
2021-09-17,Electronics,North,1236.96
2021-09-17,Clothing,West,1346.11
2021-09-18,Furniture,West,1634.89
2021-09-18,Furniture,East,1463.77
2021-09-18,Furniture,South,1306.14
2021-09-18,Furniture,North,1613.48
2021-09-18,Food,West,1342.83
2021-09-18,Food,East,1160.43
2021-09-18,Food,South,1125.56
2021-09-18,Food,North,1469.64
2021-09-18,Electronics,East,1405.0
2021-09-18,Clothing,East,1317.18
2021-09-18,Clothing,South,1296.02
2021-09-18,Clothing,North,1464.63
2021-09-18,Electronics,West,1381.95
2021-09-18,Clothing,West,1426.41
2021-09-18,Electronics,South,1362.34
2021-09-18,Electronics,North,1598.82
2021-09-19,Furniture,East,1507.16
2021-09-19,Furniture,South,1369.65
2021-09-19,Furniture,North,1619.77
2021-09-19,Food,West,1307.43
2021-09-19,Food,East,1394.49
2021-09-19,Food,South,1185.86
2021-09-19,Food,North,1371.8
2021-09-19,Furniture,West,1617.02
2021-09-19,Clothing,East,1279.3
2021-09-19,Clothing,South,1211.7
2021-09-19,Clothing,North,1521.0
2021-09-19,Electronics,West,1511.58
2021-09-19,Electronics,East,1572.12
2021-09-19,Electronics,South,1349.99
2021-09-19,Electronics,North,1597.46
2021-09-19,Clothing,West,1401.41
2021-09-20,Furniture,East,1385.08
2021-09-20,Furniture,South,1209.98
2021-09-20,Furniture,North,1519.07
2021-09-20,Food,West,1205.19
2021-09-20,Food,East,1114.97
2021-09-20,Food,South,1031.08
2021-09-20,Clothing,West,1305.81
2021-09-20,Furniture,West,1224.64
2021-09-20,Food,North,1331.37
2021-09-20,Clothing,South,985.34
2021-09-20,Clothing,North,1395.42
2021-09-20,Electronics,West,1282.96
2021-09-20,Electronics,East,1036.64
2021-09-20,Electronics,South,961.14
2021-09-20,Electronics,North,1489.96
2021-09-20,Clothing,East,958.57
2021-09-21,Furniture,West,1551.92
2021-09-21,Furniture,East,1348.16
2021-09-21,Furniture,South,1313.1
2021-09-21,Furniture,North,1309.48
2021-09-21,Food,West,1151.73
2021-09-21,Food,East,1194.12
2021-09-21,Food,South,1065.54
2021-09-21,Food,North,1440.37
2021-09-21,Clothing,West,1305.43
2021-09-21,Clothing,South,966.73
2021-09-21,Clothing,North,1372.56
2021-09-21,Electronics,West,1279.91
2021-09-21,Electronics,East,1207.64
2021-09-21,Electronics,South,1058.4
2021-09-21,Electronics,North,1298.75
2021-09-21,Clothing,East,1172.83
2021-09-22,Food,North,1275.17
2021-09-22,Furniture,East,1458.12
2021-09-22,Furniture,South,1230.46
2021-09-22,Furniture,North,1631.57
2021-09-22,Food,West,1192.79
2021-09-22,Food,East,1081.42
2021-09-22,Food,South,1121.09
2021-09-22,Furniture,West,1450.72
2021-09-22,Clothing,West,1366.3
2021-09-22,Clothing,South,1088.84
2021-09-22,Clothing,North,1332.31
2021-09-22,Electronics,West,1363.25
2021-09-22,Electronics,East,1378.2
2021-09-22,Electronics,South,1181.37
2021-09-22,Electronics,North,1253.08
2021-09-22,Clothing,East,1060.24
2021-09-23,Furniture,West,1541.52
2021-09-23,Furniture,East,1367.21
2021-09-23,Furniture,South,1179.06
2021-09-23,Furniture,North,1529.23
2021-09-23,Food,West,1283.46
2021-09-23,Food,East,1240.27
2021-09-23,Food,South,1090.24
2021-09-23,Food,North,1349.97
2021-09-23,Clothing,East,1182.25
2021-09-23,Clothing,South,988.34
2021-09-23,Clothing,North,1313.22
2021-09-23,Electronics,West,1387.95
2021-09-23,Electronics,East,1182.05
2021-09-23,Electronics,South,1209.57
2021-09-23,Electronics,North,1211.72
2021-09-23,Clothing,West,1430.44
2021-09-24,Food,South,1121.5
2021-09-24,Furniture,West,1415.82
2021-09-24,Furniture,East,1340.31
2021-09-24,Furniture,South,1320.53
2021-09-24,Furniture,North,1418.07
2021-09-24,Food,West,1141.09
2021-09-24,Food,East,1193.75
2021-09-24,Food,North,1313.44
2021-09-24,Clothing,West,1242.95
2021-09-24,Clothing,East,1224.47
2021-09-24,Clothing,South,1070.64
2021-09-24,Clothing,North,1390.07
2021-09-24,Electronics,West,1251.47
2021-09-24,Electronics,East,1222.46
2021-09-24,Electronics,South,1249.69
2021-09-24,Electronics,North,1302.46
2021-09-25,Furniture,West,1614.28
2021-09-25,Furniture,East,1446.45
2021-09-25,Furniture,South,1391.29
2021-09-25,Furniture,North,1593.02
2021-09-25,Food,West,1420.45
2021-09-25,Food,East,1326.41
2021-09-25,Food,South,1084.51
2021-09-25,Food,North,1548.33
2021-09-25,Clothing,West,1476.71
2021-09-25,Clothing,East,1337.08
2021-09-25,Clothing,South,1185.0
2021-09-25,Clothing,North,1455.95
2021-09-25,Electronics,West,1536.02
2021-09-25,Electronics,East,1268.6
2021-09-25,Electronics,South,1249.89
2021-09-25,Electronics,North,1480.26
2021-09-26,Furniture,East,1408.26
2021-09-26,Furniture,South,1282.38
2021-09-26,Furniture,North,1623.5
2021-09-26,Food,West,1306.64
2021-09-26,Food,East,1198.32
2021-09-26,Food,South,1176.43
2021-09-26,Food,North,1337.39
2021-09-26,Furniture,West,1656.81
2021-09-26,Clothing,East,1426.86
2021-09-26,Clothing,South,1234.86
2021-09-26,Clothing,North,1387.14
2021-09-26,Electronics,West,1508.19
2021-09-26,Electronics,East,1471.58
2021-09-26,Electronics,South,1375.79
2021-09-26,Electronics,North,1737.82
2021-09-26,Clothing,West,1334.34
2021-09-27,Furniture,West,1432.76
2021-09-27,Furniture,East,1363.46
2021-09-27,Furniture,South,1335.91
2021-09-27,Furniture,North,1419.39
2021-09-27,Food,West,1337.37
2021-09-27,Food,East,1153.39
2021-09-27,Food,South,1116.89
2021-09-27,Food,North,1352.55
2021-09-27,Clothing,West,1134.81
2021-09-27,Clothing,East,1176.06
2021-09-27,Clothing,South,1060.6
2021-09-27,Clothing,North,1298.27
2021-09-27,Electronics,West,1393.2
2021-09-27,Electronics,East,1181.04
2021-09-27,Electronics,South,1026.36
2021-09-27,Electronics,North,1262.08
2021-09-28,Furniture,East,1387.9
2021-09-28,Furniture,South,1271.66
2021-09-28,Furniture,North,1578.11
2021-09-28,Food,West,1198.02
2021-09-28,Food,East,1219.38
2021-09-28,Food,South,1073.58
2021-09-28,Food,North,1434.12
2021-09-28,Furniture,West,1408.33
2021-09-28,Clothing,East,1131.81
2021-09-28,Clothing,South,1158.82
2021-09-28,Clothing,North,1254.54
2021-09-28,Electronics,West,1237.53
2021-09-28,Electronics,East,1329.62
2021-09-28,Electronics,South,1137.77
2021-09-28,Electronics,North,1378.05
2021-09-28,Clothing,West,1335.46
2021-09-29,Furniture,East,1200.26
2021-09-29,Furniture,South,1219.15
2021-09-29,Furniture,North,1436.34
2021-09-29,Food,West,1170.85
2021-09-29,Food,East,1176.21
2021-09-29,Food,South,1098.04
2021-09-29,Food,North,1276.59
2021-09-29,Furniture,West,1465.06
2021-09-29,Clothing,East,1310.43
2021-09-29,Clothing,South,1104.36
2021-09-29,Clothing,North,1388.72
2021-09-29,Electronics,West,1303.73
2021-09-29,Electronics,East,1067.47
2021-09-29,Electronics,South,1183.71
2021-09-29,Electronics,North,1231.62
2021-09-29,Clothing,West,1345.47
2021-09-30,Furniture,West,1464.43
2021-09-30,Furniture,East,1314.1
2021-09-30,Furniture,South,1405.11
2021-09-30,Furniture,North,1465.83
2021-09-30,Food,West,1351.44
2021-09-30,Food,East,1196.2
2021-09-30,Food,South,1051.01
2021-09-30,Food,North,1341.81
2021-09-30,Clothing,West,1319.99
2021-09-30,Clothing,South,1071.28
2021-09-30,Clothing,North,1333.35
2021-09-30,Electronics,West,1393.59
2021-09-30,Electronics,East,1265.43
2021-09-30,Electronics,South,1022.31
2021-09-30,Electronics,North,1358.75
2021-09-30,Clothing,East,1216.0
2021-10-01,Food,South,1189.06
2021-10-01,Furniture,West,1430.99
2021-10-01,Furniture,East,1260.14
2021-10-01,Furniture,South,1230.73
2021-10-01,Furniture,North,1480.57
2021-10-01,Food,East,1173.75
2021-10-01,Food,North,1135.38
2021-10-01,Food,West,1198.2
2021-10-01,Clothing,East,1169.76
2021-10-01,Electronics,North,1423.91
2021-10-01,Electronics,South,1249.0
2021-10-01,Electronics,East,1185.77
2021-10-01,Clothing,West,1237.0
2021-10-01,Clothing,North,1146.55
2021-10-01,Clothing,South,1031.95
2021-10-01,Electronics,West,1383.98
2021-10-02,Food,East,1286.96
2021-10-02,Furniture,West,1632.32
2021-10-02,Furniture,East,1521.7
2021-10-02,Furniture,South,1272.6
2021-10-02,Furniture,North,1537.93
2021-10-02,Food,West,1247.54
2021-10-02,Food,South,1120.3
2021-10-02,Food,North,1406.77
2021-10-02,Clothing,West,1434.34
2021-10-02,Clothing,East,1306.74
2021-10-02,Clothing,South,1219.85
2021-10-02,Clothing,North,1434.62
2021-10-02,Electronics,West,1523.97
2021-10-02,Electronics,East,1470.8
2021-10-02,Electronics,South,1388.82
2021-10-02,Electronics,North,1654.35
2021-10-03,Food,West,1332.15
2021-10-03,Furniture,North,1525.29
2021-10-03,Furniture,South,1166.12
2021-10-03,Food,South,1199.43
2021-10-03,Furniture,West,1605.87
2021-10-03,Food,East,1197.03
2021-10-03,Furniture,East,1456.28
2021-10-03,Food,North,1421.94
2021-10-03,Electronics,East,1455.91
2021-10-03,Clothing,East,1263.18
2021-10-03,Clothing,South,1237.39
2021-10-03,Clothing,North,1413.99
2021-10-03,Electronics,West,1678.47
2021-10-03,Electronics,South,1499.16
2021-10-03,Electronics,North,1753.06
2021-10-03,Clothing,West,1343.85
2021-10-04,Furniture,West,1236.08
2021-10-04,Food,South,1013.44
2021-10-04,Furniture,East,1178.21
2021-10-04,Furniture,South,1186.3
2021-10-04,Furniture,North,1477.82
2021-10-04,Food,West,1195.59
2021-10-04,Food,East,1178.71
2021-10-04,Food,North,1236.09
2021-10-04,Electronics,East,1298.73
2021-10-04,Clothing,East,1189.68
2021-10-04,Clothing,South,953.97
2021-10-04,Clothing,North,1341.4
2021-10-04,Electronics,West,1241.28
2021-10-04,Electronics,South,1088.88
2021-10-04,Electronics,North,1509.5
2021-10-04,Clothing,West,1261.45
2021-10-05,Food,South,1089.61
2021-10-05,Furniture,East,1246.48
2021-10-05,Furniture,South,1167.38
2021-10-05,Furniture,North,1307.14
2021-10-05,Food,West,1294.97
2021-10-05,Food,East,1191.35
2021-10-05,Food,North,1206.04
2021-10-05,Furniture,West,1425.43
2021-10-05,Clothing,East,1078.51
2021-10-05,Clothing,South,1007.44
2021-10-05,Clothing,North,1326.63
2021-10-05,Electronics,West,1493.66
2021-10-05,Electronics,East,1283.1
2021-10-05,Electronics,South,1192.66
2021-10-05,Electronics,North,1506.94
2021-10-05,Clothing,West,1228.35
2021-10-06,Furniture,West,1512.12
2021-10-06,Furniture,East,1376.13
2021-10-06,Furniture,South,1349.99
2021-10-06,Food,South,1003.28
2021-10-06,Furniture,North,1570.29
2021-10-06,Food,West,1294.39
2021-10-06,Food,East,1065.69
2021-10-06,Food,North,1220.08
2021-10-06,Electronics,East,1288.3
2021-10-06,Clothing,East,1191.64
2021-10-06,Clothing,South,1045.0
2021-10-06,Clothing,North,1325.38
2021-10-06,Electronics,West,1391.14
2021-10-06,Electronics,South,1346.3
2021-10-06,Electronics,North,1530.32
2021-10-06,Clothing,West,1212.96
2021-10-07,Furniture,West,1503.89
2021-10-07,Furniture,East,1208.86
2021-10-07,Furniture,South,1274.28
2021-10-07,Furniture,North,1432.33
2021-10-07,Food,West,1285.39
2021-10-07,Food,East,1210.08
2021-10-07,Food,South,1108.55
2021-10-07,Food,North,1385.48
2021-10-07,Clothing,East,1126.07
2021-10-07,Clothing,South,1051.43
2021-10-07,Clothing,North,1244.29
2021-10-07,Electronics,West,1470.81
2021-10-07,Electronics,East,1396.46
2021-10-07,Electronics,South,1149.42
2021-10-07,Electronics,North,1435.89
2021-10-07,Clothing,West,1288.78
2021-10-08,Food,South,1078.77
2021-10-08,Furniture,East,1378.25
2021-10-08,Furniture,South,1190.03
2021-10-08,Furniture,North,1422.18
2021-10-08,Food,West,1190.62
2021-10-08,Food,East,1183.61
2021-10-08,Furniture,West,1554.99
2021-10-08,Food,North,1358.28
2021-10-08,Clothing,South,922.9
2021-10-08,Clothing,East,1133.45
2021-10-08,Clothing,North,1233.82
2021-10-08,Electronics,West,1483.13
2021-10-08,Electronics,East,1261.39
2021-10-08,Electronics,South,1257.23
2021-10-08,Electronics,North,1381.45
2021-10-08,Clothing,West,1148.63
2021-10-09,Furniture,West,1645.8
2021-10-09,Furniture,East,1355.53
2021-10-09,Furniture,South,1338.58
2021-10-09,Furniture,North,1673.15
2021-10-09,Food,West,1356.88
2021-10-09,Food,East,1281.86
2021-10-09,Food,South,1174.77
2021-10-09,Food,North,1374.9
2021-10-09,Clothing,South,1097.28
2021-10-09,Clothing,East,1163.7
2021-10-09,Clothing,North,1352.33
2021-10-09,Electronics,West,1548.74
2021-10-09,Electronics,East,1355.98
2021-10-09,Electronics,South,1502.6
2021-10-09,Electronics,North,1640.95
2021-10-09,Clothing,West,1407.74
2021-10-10,Food,West,1474.73
2021-10-10,Furniture,North,1717.64
2021-10-10,Food,East,1270.77
2021-10-10,Furniture,East,1341.01
2021-10-10,Furniture,West,1622.58
2021-10-10,Food,South,1214.06
2021-10-10,Furniture,South,1423.76
2021-10-10,Food,North,1357.13
2021-10-10,Electronics,South,1353.38
2021-10-10,Clothing,East,1299.48
2021-10-10,Electronics,North,1660.93
2021-10-10,Electronics,East,1515.87
2021-10-10,Clothing,West,1309.23
2021-10-10,Clothing,North,1395.39
2021-10-10,Electronics,West,1573.64
2021-10-10,Clothing,South,1208.24
2021-10-11,Furniture,West,1372.49
2021-10-11,Furniture,East,1179.07
2021-10-11,Furniture,South,1359.23
2021-10-11,Furniture,North,1386.15
2021-10-11,Food,West,1304.11
2021-10-11,Food,East,1148.4
2021-10-11,Food,North,1315.48
2021-10-11,Food,South,1063.3
2021-10-11,Clothing,East,1157.62
2021-10-11,Clothing,South,971.07
2021-10-11,Clothing,North,1277.59
2021-10-11,Electronics,West,1518.77
2021-10-11,Electronics,East,1344.09
2021-10-11,Electronics,South,1196.51
2021-10-11,Electronics,North,1485.57
2021-10-11,Clothing,West,1145.9
2021-10-12,Food,South,1026.83
2021-10-12,Furniture,East,1275.88
2021-10-12,Furniture,South,1249.19
2021-10-12,Furniture,North,1389.67
2021-10-12,Food,West,1235.58
2021-10-12,Furniture,West,1474.58
2021-10-12,Clothing,West,1258.15
2021-10-12,Food,East,1157.32
2021-10-12,Food,North,1360.19
2021-10-12,Clothing,South,1013.72
2021-10-12,Clothing,North,1271.13
2021-10-12,Electronics,West,1432.74
2021-10-12,Electronics,East,1323.16
2021-10-12,Electronics,South,1281.49
2021-10-12,Electronics,North,1524.11
2021-10-12,Clothing,East,1203.72
2021-10-13,Furniture,West,1404.15
2021-10-13,Furniture,East,1260.55
2021-10-13,Furniture,South,1183.81
2021-10-13,Furniture,North,1542.71
2021-10-13,Food,West,1236.26
2021-10-13,Food,East,1126.85
2021-10-13,Food,South,1082.04
2021-10-13,Food,North,1399.73
2021-10-13,Clothing,West,1102.36
2021-10-13,Clothing,South,992.13
2021-10-13,Clothing,North,1301.64
2021-10-13,Electronics,West,1457.24
2021-10-13,Electronics,East,1260.04
2021-10-13,Electronics,South,1366.42
2021-10-13,Electronics,North,1395.67
2021-10-13,Clothing,East,1166.42
2021-10-14,Furniture,West,1438.58
2021-10-14,Furniture,East,1271.28
2021-10-14,Furniture,South,1149.77
2021-10-14,Furniture,North,1436.76
2021-10-14,Food,West,1315.79
2021-10-14,Food,East,1224.48
2021-10-14,Food,South,1148.34
2021-10-14,Food,North,1290.12
2021-10-14,Clothing,West,1255.15
2021-10-14,Clothing,South,965.7
2021-10-14,Electronics,North,1386.72
2021-10-14,Electronics,South,1374.49
2021-10-14,Clothing,East,1106.88
2021-10-14,Electronics,West,1510.74
2021-10-14,Clothing,North,1256.6
2021-10-14,Electronics,East,1286.99
2021-10-15,Furniture,West,1462.91
2021-10-15,Furniture,East,1291.96
2021-10-15,Furniture,South,1207.91
2021-10-15,Furniture,North,1384.25
2021-10-15,Food,West,1341.83
2021-10-15,Food,South,1134.58
2021-10-15,Clothing,West,1295.53
2021-10-15,Food,East,1261.84
2021-10-15,Clothing,South,1114.36
2021-10-15,Clothing,North,1219.03
2021-10-15,Electronics,West,1453.14
2021-10-15,Electronics,East,1332.2
2021-10-15,Electronics,South,1077.99
2021-10-15,Electronics,North,1541.69
2021-10-15,Clothing,East,1137.37
2021-10-15,Food,North,1288.87
2021-10-16,Food,North,1470.61
2021-10-16,Furniture,West,1626.79
2021-10-16,Furniture,East,1381.85
2021-10-16,Furniture,South,1467.42
2021-10-16,Furniture,North,1584.1
2021-10-16,Food,West,1336.97
2021-10-16,Food,East,1243.29
2021-10-16,Food,South,998.85
2021-10-16,Clothing,West,1357.26
2021-10-16,Clothing,South,1155.56
2021-10-16,Clothing,North,1544.86
2021-10-16,Electronics,West,1481.55
2021-10-16,Electronics,East,1538.83
2021-10-16,Electronics,South,1363.65
2021-10-16,Electronics,North,1778.91
2021-10-16,Clothing,East,1282.31
2021-10-17,Furniture,West,1335.45
2021-10-17,Furniture,East,1297.65
2021-10-17,Furniture,South,1262.41
2021-10-17,Furniture,North,1666.77
2021-10-17,Food,West,1155.58
2021-10-17,Food,East,1204.08
2021-10-17,Food,South,1204.44
2021-10-17,Food,North,1420.18
2021-10-17,Clothing,West,1340.49
2021-10-17,Clothing,South,1217.11
2021-10-17,Clothing,North,1518.36
2021-10-17,Electronics,West,1593.34
2021-10-17,Electronics,East,1480.57
2021-10-17,Electronics,South,1520.43
2021-10-17,Electronics,North,1749.94
2021-10-17,Clothing,East,1170.8
2021-10-18,Food,East,1150.47
2021-10-18,Furniture,West,1599.61
2021-10-18,Furniture,East,1372.26
2021-10-18,Furniture,South,1270.62
2021-10-18,Furniture,North,1481.67
2021-10-18,Food,West,1299.22
2021-10-18,Food,North,1196.59
2021-10-18,Food,South,1071.01
2021-10-18,Clothing,East,1012.01
2021-10-18,Clothing,South,1137.06
2021-10-18,Clothing,North,1292.61
2021-10-18,Electronics,West,1561.27
2021-10-18,Electronics,East,1316.45
2021-10-18,Electronics,South,1250.65
2021-10-18,Electronics,North,1567.57
2021-10-18,Clothing,West,1195.65
2021-10-19,Furniture,West,1293.52
2021-10-19,Furniture,East,1368.97
2021-10-19,Furniture,South,1230.13
2021-10-19,Food,South,1075.52
2021-10-19,Furniture,North,1406.54
2021-10-19,Food,West,1367.12
2021-10-19,Food,East,1127.43
2021-10-19,Food,North,1354.12
2021-10-19,Electronics,East,1354.74
2021-10-19,Clothing,East,1070.46
2021-10-19,Electronics,North,1467.01
2021-10-19,Electronics,South,1171.58
2021-10-19,Clothing,West,1163.22
2021-10-19,Clothing,North,1359.44
2021-10-19,Clothing,South,1013.91
2021-10-19,Electronics,West,1372.54
2021-10-20,Furniture,West,1349.29
2021-10-20,Furniture,East,1260.89
2021-10-20,Furniture,South,1274.57
2021-10-20,Furniture,North,1391.96
2021-10-20,Food,West,1214.48
2021-10-20,Food,East,1254.75
2021-10-20,Food,North,1290.92
2021-10-20,Food,South,1052.67
2021-10-20,Clothing,East,1170.9
2021-10-20,Clothing,South,1104.85
2021-10-20,Clothing,North,1298.19
2021-10-20,Electronics,West,1359.27
2021-10-20,Electronics,East,1401.42
2021-10-20,Electronics,South,1163.61
2021-10-20,Electronics,North,1538.9
2021-10-20,Clothing,West,1218.45
2021-10-21,Food,East,1174.61
2021-10-21,Furniture,West,1473.66
2021-10-21,Furniture,East,1371.12
2021-10-21,Furniture,South,1127.87
2021-10-21,Furniture,North,1396.29
2021-10-21,Food,West,1230.0
2021-10-21,Food,North,1341.36
2021-10-21,Food,South,1156.35
2021-10-21,Clothing,East,1097.79
2021-10-21,Clothing,South,1067.67
2021-10-21,Clothing,North,1319.07
2021-10-21,Electronics,West,1464.05
2021-10-21,Electronics,East,1329.53
2021-10-21,Electronics,South,1206.69
2021-10-21,Electronics,North,1367.14
2021-10-21,Clothing,West,1185.06
2021-10-22,Furniture,West,1436.49
2021-10-22,Furniture,East,1375.91
2021-10-22,Furniture,South,1311.78
2021-10-22,Furniture,North,1680.93
2021-10-22,Food,West,1258.54
2021-10-22,Food,East,1172.46
2021-10-22,Food,South,1105.77
2021-10-22,Food,North,1335.22
2021-10-22,Clothing,West,1245.43
2021-10-22,Clothing,South,1031.36
2021-10-22,Clothing,North,1320.0
2021-10-22,Electronics,West,1401.81
2021-10-22,Electronics,East,1449.25
2021-10-22,Electronics,South,1233.56
2021-10-22,Electronics,North,1548.84
2021-10-22,Clothing,East,1069.12
2021-10-23,Food,South,1161.84
2021-10-23,Furniture,East,1474.07
2021-10-23,Furniture,South,1383.61
2021-10-23,Furniture,North,1538.65
2021-10-23,Food,West,1344.75
2021-10-23,Furniture,West,1646.02
2021-10-23,Clothing,West,1347.9
2021-10-23,Food,East,1176.8
2021-10-23,Food,North,1504.94
2021-10-23,Electronics,North,1811.96
2021-10-23,Electronics,South,1468.18
2021-10-23,Electronics,East,1539.35
2021-10-23,Clothing,East,1296.99
2021-10-23,Clothing,North,1429.78
2021-10-23,Clothing,South,986.1
2021-10-23,Electronics,West,1634.0
2021-10-24,Furniture,West,1548.27
2021-10-24,Furniture,East,1535.6
2021-10-24,Furniture,South,1357.93
2021-10-24,Furniture,North,1554.2
2021-10-24,Food,West,1278.2
2021-10-24,Food,South,1145.37
2021-10-24,Food,North,1506.34
2021-10-24,Food,East,1257.0
2021-10-24,Clothing,East,1282.91
2021-10-24,Clothing,South,1225.28
2021-10-24,Clothing,North,1477.42
2021-10-24,Electronics,West,1721.43
2021-10-24,Electronics,East,1428.6
2021-10-24,Electronics,South,1432.68
2021-10-24,Electronics,North,1651.47
2021-10-24,Clothing,West,1416.78
2021-10-25,Furniture,West,1408.74
2021-10-25,Furniture,East,1234.62
2021-10-25,Furniture,South,1248.12
2021-10-25,Furniture,North,1398.62
2021-10-25,Food,West,1287.67
2021-10-25,Food,East,1209.55
2021-10-25,Food,South,1124.71
2021-10-25,Food,North,1224.2
2021-10-25,Clothing,West,1256.99
2021-10-25,Clothing,South,1118.8
2021-10-25,Clothing,North,1129.57
2021-10-25,Electronics,West,1470.9
2021-10-25,Electronics,East,1295.57
2021-10-25,Electronics,South,1214.39
2021-10-25,Electronics,North,1477.81
2021-10-25,Clothing,East,1066.77
2021-10-26,Furniture,West,1350.55
2021-10-26,Furniture,East,1197.1
2021-10-26,Furniture,South,1251.56
2021-10-26,Furniture,North,1506.21
2021-10-26,Food,West,1057.52
2021-10-26,Food,East,1104.07
2021-10-26,Food,South,1155.0
2021-10-26,Food,North,1308.53
2021-10-26,Clothing,East,951.48
2021-10-26,Clothing,South,1037.19
2021-10-26,Clothing,North,1298.18
2021-10-26,Electronics,West,1361.79
2021-10-26,Electronics,East,1340.11
2021-10-26,Electronics,South,1304.45
2021-10-26,Electronics,North,1591.8
2021-10-26,Clothing,West,1262.18
2021-10-27,Furniture,West,1490.28
2021-10-27,Furniture,East,1170.67
2021-10-27,Furniture,South,1095.77
2021-10-27,Furniture,North,1524.22
2021-10-27,Food,West,1182.05
2021-10-27,Food,East,1161.33
2021-10-27,Food,South,1103.16
2021-10-27,Food,North,1303.07
2021-10-27,Clothing,West,1173.38
2021-10-27,Clothing,South,1025.35
2021-10-27,Electronics,North,1747.05
2021-10-27,Electronics,South,1222.95
2021-10-27,Clothing,East,1095.86
2021-10-27,Electronics,West,1390.39
2021-10-27,Clothing,North,1084.3
2021-10-27,Electronics,East,1397.93
2021-10-28,Furniture,West,1410.93
2021-10-28,Furniture,East,1348.05
2021-10-28,Furniture,South,1176.17
2021-10-28,Furniture,North,1539.39
2021-10-28,Food,West,1140.52
2021-10-28,Food,East,1216.27
2021-10-28,Food,North,1407.31
